# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	176244	178907	+	CBW16255.1			pyruvate dehydrogenase E1 component	aceE		SL1344_0152	2664	887.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	178922	180811	+	CBW16256.1			dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase	aceF		SL1344_0153	1890	629.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	181011	182435	+	CBW16257.1			dihydrolipoamide dehydrogenase	lpdA		SL1344_0154	1425	474.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	182724	183008	+	CBW16258.1			probable secreted protein			SL1344_0155	285	94.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	183046	183837	-	CBW16259.1			probable secreted protein			SL1344_0156	792	263.0	
CDS	without_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	183850	185464	-				hypothetical exported protein	yacH		SL1344_0157	1614		pseudo
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	185853	188450	+	CBW16261.1			aconitate hydratase 2 (citrate hydro-lyase 2)	acnB		SL1344_0159	2598	865.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	188511	189353	-	CBW16262.1			HNH endonuclease			SL1344_0160	843	280.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	189599	189961	+	CBW16263.1			conserved hypothetical protein	yacL		SL1344_0161	363	120.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	190196	191149	+	CBW16264.1			2-keto-3-deoxygluconate permease	kdgT		SL1344_0162	954	317.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	191146	192417	+	CBW16265.1			conserved hypothetical protein			SL1344_0163	1272	423.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	192407	193390	+	CBW16266.1			4-hydroxythreonine-4-phosphate dehydrogenase	pdxAb		SL1344_0164	984	327.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	193400	194167	+	CBW16267.1			hypothetical transcriptional regulator			SL1344_0165	768	255.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	194197	194991	-	CBW16268.1			S-adenosylmethionine decarboxylase, proenzyme	speD		SL1344_0166	795	264.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	195012	195872	-	CBW16269.1			Spermidine synthase	speE		SL1344_0167	861	286.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	195979	196326	-	CBW16270.1			conserved hypothetical protein	yacC		SL1344_0168	348	115.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	196528	198138	+	CBW16271.1			possible multicopper oxidase precursor	cueO		SL1344_0169	1611	536.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	198216	200606	-	CBW16272.1			glucose dehydrogenase	gcd		SL1344_0170	2391	796.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	200812	201348	+	CBW16273.1			hypoxanthine phosphoribosyltransferase	hpt		SL1344_0171	537	178.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	201406	202068	-	CBW16274.1			carbonic anhydrase	yadF		SL1344_0172	663	220.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	202177	203103	+	CBW16275.1			hypothetical ABC transporter ATP-binding protein	yadG		SL1344_0173	927	308.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	203100	203870	+	CBW16276.1			ABC transporter integral membrane protein	yadH		SL1344_0174	771	256.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	203987	205066	-	CBW16277.1			fimbrial protein	stiH		SL1344_0175	1080	359.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	205075	207621	-	CBW16278.1			fimbrial usher protein	stiC		SL1344_0176	2547	848.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	207648	208331	-	CBW16279.1			fimbrial usher protein	stiB		SL1344_0177	684	227.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	208379	208918	-	CBW16280.1			fimbrial subunit	stiA		SL1344_0178	540	179.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	209289	209729	+	CBW16281.1			hypothetical PTS system IIA component	yadI		SL1344_0179	441	146.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	209791	211020	+	CBW16282.1			conserved hypothetical protein	yadE		SL1344_0180	1230	409.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	211027	211407	-	CBW16283.1			aspartate 1-decarboxylase	panD		SL1344_0181	381	126.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	211502	212356	-	CBW16284.1			Pantoate--beta-alanine ligase	panC		SL1344_0182	855	284.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	212482	213273	-	CBW16285.1			3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		SL1344_0183	792	263.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	213394	213873	-	CBW16286.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase	folK		SL1344_0184	480	159.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	213870	215288	-	CBW16287.1			poly(A) polymerase	pcnB		SL1344_0185	1419	472.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	215429	216370	-	CBW16288.1			glutamyl-tRNA synthetase-related protein	yadB		SL1344_0186	942	313.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	216394	216849	-	CBW16289.1			dosage-dependent dnaK suppressor protein	dksA		SL1344_0187	456	151.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	217026	217730	-	CBW16290.1			Sugar fermentation stimulation protein homolog.	sfsA		SL1344_0188	705	234.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	217747	218277	-	CBW16291.1			2'-5' RNA ligase	ligT		SL1344_0189	531	176.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	218305	220779	+	CBW16292.1			ATP-dependent helicase HrpB	hrpB		SL1344_0190	2475	824.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	220920	223442	+	CBW16293.1			penicillin-binding protein 1b; peptidoglycan synthetase	mrcB		SL1344_0191	2523	840.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	223735	225924	+	CBW16294.1			ferrichrome-iron receptor	fhuA		SL1344_0192	2190	729.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	225973	226770	+	CBW16295.1			ferrichrome transport ATP-binding protein FhuC	fhuC		SL1344_0193	798	265.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	226770	227660	+	CBW16296.1			ferrichrome-binding periplasmic protein precursor	fhuD		SL1344_0194	891	296.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	227657	229714	+	CBW16297.1			ferrichrome transport protein FhuB precursor	fhuB		SL1344_0195	2058	685.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	230653	231213	+	CBW16298.1			major fimbrial subunit stfa (hypothetical fimbrial subunit)	stfA		SL1344_0196	561	186.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	231299	233956	+	CBW16299.1			outer membrane usher protein stfc (hypothetical fimbrial outer membrane usher)	stfC		SL1344_0197	2658	885.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	233974	234726	+	CBW16300.1			periplasmic fimbrial chaperone stfd	stfD		SL1344_0198	753	250.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	234790	235257	+	CBW16301.1			minor fimbrial subunit stfe (putaive minor fimbrial subunit)	stfE		SL1344_0199	468	155.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	235254	235730	+	CBW16302.1			minor fimbrial subunit stff	stfF		SL1344_0200	477	158.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	235730	236260	+	CBW16303.1			hypothetical minor fimbrial subunit	stfG		SL1344_0201	531	176.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	236260	237099	+	CBW16304.1			hypothetical exported protein			SL1344_0202	840	279.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	237207	238487	-	CBW16305.1			Glutamate-1-semialdehyde 2,1-aminomutase	hemL		SL1344_0203	1281	426.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	238657	240078	+	CBW16306.1			hypothetical membrane protein	clcA		SL1344_0204	1422	473.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	240160	240504	+	CBW16307.1			conserved hypothetical protein	yadR		SL1344_0205	345	114.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	240605	241228	-	CBW16308.1			hypothetical membrane protein	yadS		SL1344_0206	624	207.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	241265	242065	-	CBW16309.1			Vitamin B12 transport protein btuF precursor.	btuF		SL1344_0207	801	266.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	242058	242756	-	CBW16310.1			MTA/SAH nucleosidase	mtn		SL1344_0208	699	232.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	243051	244358	+	CBW16311.2			Deoxyguanosinetriphosphate triphosphohydrolase	dgt		SL1344_0209	1308	435.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	244488	245915	+	CBW16312.1			protease DO precursor; heat shock protein HtrA	htrA		SL1344_0210	1428	475.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	246068	247225	+	CBW16313.1			conserved hypothetical protein	cdaR		SL1344_0211	1158	385.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	247314	247700	-	CBW16314.1			conserved hypothetical protein	yaeH		SL1344_0212	387	128.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	248223	249248	+	CBW16315.2			hypothetical inner membrane protein			SL1344_0213	1026	341.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	249285	250109	-	CBW16316.1			2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	dapD		SL1344_0214	825	274.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	250139	252811	-	CBW16317.1			[Protein-PII] uridylyltransferase	glnD		SL1344_0215	2673	890.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	253048	253842	-	CBW16318.1			methionine aminopeptidase	map		SL1344_0216	795	264.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	254293	255018	+	CBW16319.1			30S ribosomal protein S2	rpsB		SL1344_0217	726	241.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	255276	256127	+	CBW16320.1			Elongation factor Ts	tsf		SL1344_0218	852	283.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	256272	256997	+	CBW16321.1			Uridylate kinase	pyrH		SL1344_0219	726	241.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	257144	257701	+	CBW16322.1			Ribosome recycling factor	frr		SL1344_0220	558	185.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	257842	259038	+	CBW16323.1			1-deoxy-D-xylulose 5-phosphate reductoisomerase	dxr		SL1344_0221	1197	398.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	259351	260109	+	CBW16324.1			undecaprenyl pyrophosphate synthetase	uppS		SL1344_0222	759	252.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	260122	260979	+	CBW16325.1			phosphatidate cytidylyltransferase	cdsA		SL1344_0223	858	285.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	260991	262343	+	CBW16326.1			hypothetical membrane protein	yaeL		SL1344_0224	1353	450.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	262375	264789	+	CBW16327.1			outer membrane protein precursor	yaeT		SL1344_0225	2415	804.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	264912	265397	+	CBW16328.1			outer membrane protein OmpH precursor	hlpA		SL1344_0226	486	161.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	265401	266426	+	CBW16329.1			UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	lpxD		SL1344_0227	1026	341.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	266532	266987	+	CBW16330.1			(3R)-hydroxymyristol acyl carrier protein dehydrase	fabZ		SL1344_0228	456	151.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	266991	267779	+	CBW16331.1			Acyl-[acyl-carrier-protein]--UDP-N-acetylglucos amine O-acyltransferase	lpxA		SL1344_0229	789	262.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	267779	268927	+	CBW16332.1			Lipid-A-disaccharide synthase	lpxB		SL1344_0230	1149	382.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	268924	269520	+	CBW16333.1			ribonuclease HII	rnhB		SL1344_0231	597	198.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	269544	273026	+	CBW16334.1			DNA polymerase III, alpha chain	dnaE		SL1344_0232	3483	1160.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	273039	273998	+	CBW16335.1			acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	accA		SL1344_0233	960	319.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	274178	275941	+	CBW16336.1			hypothetical secreted chitinase			SL1344_0234	1764	587.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	276017	278158	+	CBW16337.1			lysine decarboxylase	ldcC		SL1344_0235	2142	713.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	278214	278603	+	CBW16338.1			conserved hypothetical protein	yaeR		SL1344_0236	390	129.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	278747	279958	+	CBW16339.1			cell cycle protein MesJ	mesJ		SL1344_0237	1212	403.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	280042	280296	-	CBW16340.1			ROF protein	rof		SL1344_0238	255	84.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	280289	280507	-	CBW16341.1			Hypothetical UPF0253 protein <ORFName>.	yaeP		SL1344_0239	219	72.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	280687	281232	+	CBW16342.1			conserved hypothetical protein	yaeQ		SL1344_0240	546	181.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	281229	281651	+	CBW16343.1			hypothetical release factor	yaeJ		SL1344_0241	423	140.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	281683	282384	+	CBW16344.1			copper homeostasis protein CutF precursor (lipoprotein nlpE)	cutF		SL1344_0242	702	233.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	282458	284176	-	CBW16345.1			prolyl-tRNA synthetase	proS		SL1344_0243	1719	572.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	284287	284994	-	CBW16346.1			conserved hypothetical protein	yaeB		SL1344_0244	708	235.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	284991	285395	-	CBW16347.1			RcsF protein	rcsF		SL1344_0245	405	134.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	285514	286329	-	CBW16348.1			hypothetical lipoprotein precursor	metQ		SL1344_0246	816	271.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	286368	287021	-	CBW16349.1			hypothetical ABC transporter permease protein	yaeE		SL1344_0247	654	217.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	287014	288045	-	CBW16350.1			hypothetical ABC transporter ATP-binding protein	abc		SL1344_0248	1032	343.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	288235	288801	+	CBW16351.1			conserved hypothetical protein	yaeD		SL1344_0249	567	188.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	295060	295863	+	CBW16352.1			hypothetical oxidoreductase	dkgB		SL1344_0250	804	267.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	295884	296798	-	CBW16353.1			hypothetical transcriptional regulator	yafC		SL1344_0251	915	304.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	296903	298078	+	CBW16354.1			hypothetical drug efflux protein			SL1344_0252	1176	391.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	298231	299010	+	CBW16355.1			hypothetical protein	yafD		SL1344_0253	780	259.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	299088	299858	+	CBW16356.1			hypothetical methyltransferase	yafE		SL1344_0254	771	256.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	299914	301281	-	CBW16357.1			membrane-bound lytic murein transglycosylase d precursor	dniR		SL1344_0255	1368	455.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	301353	302108	-	CBW16358.1			probable hydroxyacylglutathione hydrolase	gloB		SL1344_0256	756	251.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	302143	302865	+	CBW16359.1			conserved hypothetical protein	yafS		SL1344_0257	723	240.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	302862	303329	-	CBW16360.1			ribonuclease H	rnhA		SL1344_0258	468	155.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	303393	304124	+	CBW16361.1			DNA polymerase III epsilon subunit	dnaQ		SL1344_0259	732	243.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	304656	305711	-	CBW16362.1			conserved hypothetical protein (SPI-6 associated)	sciA		SL1344_0260	1056	351.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	305722	306717	-	CBW16363.1			conserved hypothetical protein (SPI-6 associated)	sciB		SL1344_0261	996	331.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	306714	308597	-	CBW16364.1			conserved hypothetical protein (SPI-6 associated)	sciC		SL1344_0262	1884	627.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	308613	309107	-	CBW16365.1			conserved hypothetical protein (SPI-6 associated)	sciD		SL1344_0263	495	164.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	309104	309928	-	CBW16366.1			conserved hypothetical protein (SPI-6 associated)	sciE		SL1344_0264	825	274.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	309915	310817	-	CBW16367.1			conserved hypothetical protein (SPI-6 associated)	sciF		SL1344_0265	903	300.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	311185	313824	+	CBW16368.1			conserved hypothetical protein (SPI-6 associated)	sciG		SL1344_0266	2640	879.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	313924	314466	+	CBW16369.1			conserved hypothetical protein (SPI-6 associated)	sciH		SL1344_0267	543	180.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	314490	315983	+	CBW16370.1			conserved hypothetical protein (SPI-6 associated)	sciI		SL1344_0268	1494	497.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	316169	316615	+	CBW16371.1			conserved hypothetical protein (SPI-6 associated)	sciJ		SL1344_0270	447	148.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	316869	317354	+	CBW16372.1			conserved hypothetical protein (SPI-6 associated)	sciK		SL1344_0271	486	161.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	317659	318144	+	CBW16373.1			conserved hypothetical protein (SPI-6 associated)			SL1344_0272	486	161.0	
